ride_type,distance_km,time_of_day,day_type,demand_level,traffic_condition,weather_condition,pickup_zone,base_fare,surge_multiplier,final_fare,ride_timestamp
Taxi,14.86,Evening,Weekday,High,Moderate,Storm,Residential,228.32,1.45,338.97,2026-01-16 06:37:45.261622
Bike,43.54,Evening,Weekend,High,Heavy,Clear,IT Park,281.24,1.45,416.76,2025-11-11 19:19:45.261795
Bike,39.19,Early Morning,Weekend,Medium,Heavy,Storm,Commercial,255.14,1.3,346.76,2025-09-06 16:44:45.261966
Taxi,31.07,Morning,Weekend,Medium,Light,Clear,IT Park,422.84,1.05,438.29,2025-09-28 14:03:45.262189
Bike,31.15,Evening,Weekday,Very High,Heavy,Clear,IT Park,206.9,1.55,307.55,2025-10-02 15:50:45.262361
Bike,19.37,Afternoon,Weekend,Medium,Light,Cloudy,IT Park,136.22,1.05,139.67,2025-10-04 18:27:45.262537
Taxi,1.47,Morning,Weekend,Very High,Light,Clear,Airport,67.64,1.5,97.61,2025-08-16 15:35:45.262730
Taxi,4.03,Early Morning,Weekday,Medium,Light,Clear,Metro Station,98.36,1.0,96.3,2025-09-03 18:27:45.262907
Taxi,28.91,Afternoon,Weekday,Low,Light,Storm,Metro Station,396.92,1.15,476.58,2025-10-17 13:28:45.263086
Bike,28.05,Afternoon,Weekend,Medium,Heavy,Cloudy,IT Park,188.3,1.15,216.32,2025-11-19 11:03:45.263263
Taxi,31.21,Night,Weekday,Medium,Heavy,Rainy,Commercial,424.52,1.33,555.05,2025-10-26 01:45:45.263431
Bike,15.02,Morning,Weekday,Low,Heavy,Clear,IT Park,110.12,1.1,116.44,2025-10-14 03:24:45.263598
Taxi,27.36,Evening,Weekday,Medium,Heavy,Clear,IT Park,378.32,1.2,450.05,2025-08-07 17:09:45.263801
Taxi,26.93,Morning,Weekday,Medium,Heavy,Clear,Residential,373.16,1.1,394.07,2025-08-31 10:24:45.263980
Bike,1.65,Night,Weekday,High,Moderate,Storm,IT Park,29.9,1.5,44.66,2025-09-17 15:04:45.264155
Bike,34.62,Early Morning,Weekend,High,Light,Clear,Airport,227.72,1.35,319.43,2025-09-29 17:44:45.264325
Taxi,29.39,Morning,Weekday,Low,Moderate,Cloudy,Airport,402.68,1.1,461.88,2025-08-28 02:47:45.264495
Taxi,2.07,Early Morning,Weekday,High,Heavy,Clear,Metro Station,74.84,1.3,95.33,2025-08-27 17:21:45.264662
Taxi,26.24,Evening,Weekday,Very High,Heavy,Clear,IT Park,364.88,1.55,581.23,2025-10-20 18:57:45.264862
Taxi,10.73,Night,Weekend,High,Moderate,Clear,Commercial,178.76,1.4,242.17,2025-09-21 11:31:45.265043
Taxi,30.44,Afternoon,Weekday,Low,Moderate,Clear,Airport,415.28,1.1,479.23,2025-10-04 15:52:45.265211
Bike,33.75,Evening,Weekend,High,Light,Cloudy,IT Park,222.5,1.35,301.01,2026-01-28 11:35:45.265382
Taxi,20.43,Morning,Weekday,Low,Moderate,Rainy,Metro Station,295.16,1.08,319.44,2025-10-25 13:40:45.265552
Taxi,20.13,Night,Weekday,Very High,Heavy,Rainy,Metro Station,291.56,1.68,495.53,2025-10-23 12:59:45.265722
Taxi,16.28,Afternoon,Weekend,Very High,Light,Clear,Metro Station,245.36,1.4,335.14,2025-12-07 03:11:45.265935
Bike,33.5,Evening,Weekday,Very High,Heavy,Clear,Airport,221.0,1.65,361.17,2025-08-29 16:59:45.266127
Taxi,39.68,Morning,Weekend,High,Light,Clear,Residential,526.16,1.25,686.78,2026-01-26 08:00:45.266303
Bike,9.05,Early Morning,Weekday,Low,Heavy,Rainy,Commercial,74.3,1.18,89.49,2026-01-05 18:26:45.266472
Taxi,11.46,Night,Weekday,High,Light,Clear,Residential,187.52,1.35,254.39,2025-12-01 22:51:45.266640
Taxi,27.07,Evening,Weekend,Very High,Heavy,Cloudy,Commercial,374.84,1.6,573.69,2025-09-24 21:24:45.266813
Taxi,43.27,Morning,Weekend,Medium,Light,Rainy,Metro Station,569.24,1.13,640.03,2026-01-23 04:06:45.267013
Taxi,44.42,Night,Weekend,High,Moderate,Cloudy,Metro Station,583.04,1.4,800.33,2025-09-07 04:02:45.267191
Bike,26.23,Morning,Weekend,Low,Light,Clear,Residential,177.38,1.05,186.11,2025-09-14 23:21:45.267361
Taxi,36.6,Afternoon,Weekday,Low,Light,Storm,Airport,489.2,1.25,611.3,2025-09-27 05:23:45.267534
Bike,23.76,Afternoon,Weekday,Low,Light,Cloudy,IT Park,162.56,1.0,161.11,2025-09-26 13:16:45.267708
Taxi,30.41,Night,Weekday,Very High,Moderate,Clear,Residential,414.92,1.5,630.3,2025-10-28 15:43:45.267881
Taxi,33.06,Evening,Weekday,Low,Light,Clear,Metro Station,446.72,1.1,473.42,2025-08-11 08:03:45.268089
Taxi,25.77,Evening,Weekday,Low,Moderate,Cloudy,Commercial,359.24,1.1,408.58,2025-11-22 05:00:45.268268
Bike,26.07,Evening,Weekday,Very High,Light,Clear,Residential,176.42,1.45,252.26,2025-11-08 13:21:45.268434
Bike,21.62,Morning,Weekday,High,Heavy,Clear,Metro Station,149.72,1.3,189.13,2025-09-06 04:14:45.268613
Bike,6.45,Early Morning,Weekday,High,Moderate,Clear,Metro Station,58.7,1.2,73.8,2025-08-30 05:40:45.268783
Taxi,44.08,Evening,Weekday,High,Moderate,Cloudy,Residential,578.96,1.3,782.15,2026-01-05 19:21:45.268953
Bike,28.65,Morning,Weekday,Medium,Heavy,Rainy,Commercial,191.9,1.18,217.29,2025-10-07 12:29:45.269147
Taxi,5.8,Afternoon,Weekday,Low,Light,Cloudy,Residential,119.6,1.0,118.7,2025-09-26 18:59:45.269420
Bike,13.8,Night,Weekday,Medium,Light,Cloudy,Commercial,102.8,1.15,116.05,2025-09-30 14:01:45.269615
Bike,14.75,Afternoon,Weekday,Low,Moderate,Cloudy,Residential,108.5,1.0,106.58,2025-08-30 01:10:45.269790
Taxi,28.45,Evening,Weekend,High,Heavy,Storm,Commercial,391.4,1.6,651.35,2026-01-15 05:56:45.269960
Taxi,13.57,Afternoon,Weekday,Low,Light,Clear,Residential,212.84,1.0,202.98,2025-11-19 03:39:45.270141
Bike,21.33,Evening,Weekday,Medium,Light,Clear,Metro Station,147.98,1.1,168.61,2025-12-28 21:47:45.270326
Bike,42.55,Night,Weekday,Low,Heavy,Storm,Airport,275.3,1.5,426.35,2025-09-20 09:03:45.270501
Taxi,27.01,Evening,Weekday,Medium,Moderate,Clear,Airport,374.12,1.2,451.83,2025-10-30 09:27:45.270668
Bike,35.43,Early Morning,Weekend,High,Moderate,Clear,Commercial,232.58,1.25,284.08,2025-10-27 10:58:45.270846
Bike,27.72,Afternoon,Weekday,Low,Moderate,Clear,Residential,186.32,1.0,187.89,2025-09-17 21:28:45.271015
Taxi,49.8,Morning,Weekday,Medium,Heavy,Clear,Airport,647.6,1.2,804.52,2025-09-14 16:05:45.271182
Taxi,45.25,Night,Weekday,Medium,Light,Cloudy,Airport,593.0,1.25,712.44,2025-10-27 20:20:45.271363
Bike,30.49,Evening,Weekend,Medium,Moderate,Cloudy,Commercial,202.94,1.15,222.7,2025-08-25 00:37:45.271543
Taxi,27.6,Early Morning,Weekday,Low,Moderate,Clear,Residential,381.2,1.0,367.88,2025-12-05 06:49:45.271719
Taxi,33.21,Evening,Weekday,Very High,Moderate,Rainy,Commercial,448.52,1.53,653.27,2026-01-09 05:43:45.271886
Taxi,12.46,Night,Weekday,Very High,Heavy,Cloudy,IT Park,199.52,1.6,307.17,2025-09-22 15:59:45.272052
Bike,38.12,Evening,Weekday,High,Moderate,Clear,Commercial,248.72,1.3,326.6,2026-01-14 00:44:45.272218
Bike,15.08,Early Morning,Weekday,Medium,Moderate,Clear,Airport,110.48,1.1,126.1,2025-10-19 11:30:45.272384
Taxi,32.34,Morning,Weekday,Low,Heavy,Clear,IT Park,438.08,1.1,478.91,2025-12-02 23:51:45.272555
Bike,37.24,Night,Weekday,High,Light,Clear,Residential,243.44,1.35,336.17,2025-08-15 03:58:45.272729
Bike,24.5,Early Morning,Weekend,High,Moderate,Clear,Airport,167.0,1.35,221.15,2026-01-09 06:17:45.272903
Taxi,44.4,Evening,Weekday,Medium,Moderate,Cloudy,Residential,582.8,1.1,627.56,2025-10-06 19:39:45.273073
Bike,11.68,Evening,Weekend,Medium,Moderate,Rainy,Commercial,90.08,1.23,105.41,2025-09-28 15:30:45.273240
Bike,17.23,Morning,Weekend,Low,Moderate,Clear,Airport,123.38,1.15,145.14,2026-01-18 20:50:45.273407
Bike,41.51,Morning,Weekend,Medium,Light,Rainy,Residential,269.06,1.13,312.94,2025-11-25 11:26:45.273582
Bike,4.19,Night,Weekday,High,Heavy,Cloudy,Commercial,45.14,1.45,63.64,2025-10-09 06:01:45.273752
Taxi,49.48,Morning,Weekday,High,Light,Clear,Airport,643.76,1.3,862.38,2025-11-21 14:01:45.273920
Taxi,2.64,Early Morning,Weekend,Low,Moderate,Clear,Residential,81.68,1.05,85.13,2025-08-29 05:00:45.274110
Taxi,11.66,Evening,Weekend,Medium,Moderate,Cloudy,Commercial,189.92,1.15,228.61,2025-10-29 11:57:45.274289
Bike,35.93,Afternoon,Weekday,Medium,Heavy,Clear,IT Park,235.58,1.1,246.91,2025-09-03 19:03:45.274462
Bike,41.33,Night,Weekend,Low,Moderate,Clear,Airport,267.98,1.3,345.81,2025-10-03 00:27:45.274632
Taxi,6.51,Evening,Weekend,High,Light,Rainy,Commercial,128.12,1.43,185.87,2025-10-16 20:49:45.274798
Taxi,31.93,Afternoon,Weekday,Low,Moderate,Clear,IT Park,433.16,1.0,426.4,2025-09-30 01:20:45.274965
Taxi,10.21,Night,Weekday,Medium,Light,Cloudy,Metro Station,172.52,1.15,205.59,2025-12-06 15:21:45.275136
Bike,36.47,Evening,Weekday,High,Light,Rainy,Commercial,238.82,1.38,335.02,2026-01-26 13:31:45.275307
Taxi,27.35,Night,Weekend,Medium,Moderate,Clear,Residential,378.2,1.2,461.62,2025-10-29 03:37:45.275484
Bike,46.18,Night,Weekday,Medium,Moderate,Clear,Metro Station,297.08,1.15,337.35,2025-12-28 13:18:45.275649
Taxi,22.48,Early Morning,Weekday,Medium,Light,Rainy,Metro Station,319.76,1.08,343.85,2025-10-01 11:42:45.275817
Taxi,9.29,Evening,Weekday,Very High,Light,Clear,IT Park,161.48,1.45,230.0,2025-12-27 05:36:45.275981
Taxi,11.11,Early Morning,Weekday,Low,Moderate,Clear,Airport,183.32,1.1,209.5,2025-11-14 23:54:45.276148
Bike,5.77,Afternoon,Weekend,Medium,Light,Clear,Residential,54.62,1.05,56.84,2025-12-16 22:16:45.276320
Taxi,12.46,Night,Weekday,Very High,Moderate,Clear,Airport,199.52,1.6,325.52,2025-09-20 21:57:45.276487
Bike,35.53,Morning,Weekday,Low,Heavy,Clear,IT Park,233.18,1.1,257.41,2025-08-26 00:52:45.276654
Taxi,33.85,Morning,Weekday,High,Heavy,Storm,IT Park,456.2,1.45,686.56,2025-08-22 11:14:45.276851
Taxi,46.45,Afternoon,Weekday,Low,Moderate,Clear,Airport,607.4,1.1,680.97,2026-01-12 10:17:45.277020
Taxi,20.42,Morning,Weekday,Medium,Light,Clear,Residential,295.04,1.0,295.2,2025-11-08 22:25:45.277194
Bike,1.3,Evening,Weekday,Medium,Moderate,Clear,Metro Station,27.8,1.1,30.4,2025-08-13 21:43:45.277365
Bike,6.37,Night,Weekday,High,Heavy,Clear,IT Park,58.22,1.45,81.3,2025-11-13 22:27:45.277533
Taxi,23.19,Morning,Weekend,Low,Moderate,Clear,Airport,328.28,1.15,380.83,2025-09-17 14:00:45.277705
Bike,43.44,Afternoon,Weekday,Medium,Light,Clear,IT Park,280.64,1.0,269.92,2025-12-11 12:13:45.277908
Taxi,49.79,Morning,Weekday,Low,Heavy,Cloudy,Metro Station,647.48,1.1,712.64,2025-09-06 21:52:45.278100
Taxi,38.98,Night,Weekday,High,Moderate,Clear,Metro Station,517.76,1.35,707.31,2025-11-03 15:24:45.278272
Taxi,15.94,Evening,Weekday,High,Heavy,Clear,IT Park,241.28,1.4,336.57,2025-10-04 01:06:45.278439
Bike,25.59,Early Morning,Weekday,Medium,Heavy,Clear,Residential,173.54,1.1,184.59,2025-10-26 15:49:45.278605
Taxi,43.53,Morning,Weekend,Low,Moderate,Rainy,Commercial,572.36,1.13,631.15,2025-12-28 02:02:45.278778
Taxi,11.84,Early Morning,Weekend,High,Moderate,Clear,Airport,192.08,1.35,271.64,2025-10-05 18:00:45.278981
Taxi,16.94,Evening,Weekend,High,Heavy,Clear,Commercial,253.28,1.45,361.21,2025-08-14 12:35:45.279162
Taxi,2.69,Early Morning,Weekday,Very High,Heavy,Clear,Commercial,82.28,1.45,116.44,2025-10-20 12:18:45.279330
Taxi,45.51,Morning,Weekend,Very High,Heavy,Clear,Metro Station,596.12,1.5,870.64,2026-01-15 09:34:45.279499
Taxi,40.12,Evening,Weekend,High,Moderate,Cloudy,Metro Station,531.44,1.35,708.15,2026-01-29 23:56:45.279666
Taxi,23.72,Morning,Weekend,Low,Moderate,Storm,Airport,334.64,1.3,419.36,2025-11-15 22:15:45.279840
Bike,27.82,Afternoon,Weekday,Low,Moderate,Clear,IT Park,186.92,1.0,194.56,2025-10-23 16:52:45.280013
Taxi,7.33,Evening,Weekend,Medium,Heavy,Clear,Residential,137.96,1.25,166.47,2025-09-12 21:00:45.280181
Taxi,28.33,Early Morning,Weekday,Medium,Light,Storm,Metro Station,389.96,1.15,454.07,2025-11-24 17:33:45.280349
Taxi,4.09,Evening,Weekend,Very High,Heavy,Cloudy,Commercial,99.08,1.6,162.37,2025-12-16 03:44:45.280517
Taxi,43.97,Evening,Weekend,Medium,Moderate,Clear,Airport,577.64,1.25,743.6,2025-08-07 10:42:45.280684
Bike,46.36,Night,Weekend,Low,Moderate,Clear,Metro Station,298.16,1.2,374.22,2025-11-03 08:44:45.280854
Taxi,45.12,Evening,Weekday,Very High,Moderate,Clear,Residential,591.44,1.45,882.87,2025-11-13 16:41:45.281023
Bike,30.61,Evening,Weekend,Medium,Moderate,Clear,Residential,203.66,1.15,227.32,2025-08-09 18:51:45.281197
Bike,39.33,Evening,Weekend,Low,Heavy,Cloudy,IT Park,255.98,1.25,328.99,2025-08-08 11:11:45.281365
Bike,11.04,Afternoon,Weekend,Very High,Heavy,Clear,Commercial,86.24,1.5,125.87,2025-08-19 00:43:45.281556
Taxi,35.14,Night,Weekday,High,Heavy,Storm,Residential,471.68,1.6,784.41,2025-08-21 23:56:45.281732
Taxi,11.51,Evening,Weekday,Low,Moderate,Clear,Airport,188.12,1.2,227.0,2025-10-28 15:07:45.281904
Taxi,6.75,Evening,Weekend,Medium,Light,Clear,Metro Station,131.0,1.15,144.07,2025-11-25 13:39:45.282105
Bike,39.0,Evening,Weekday,Very High,Moderate,Clear,IT Park,254.0,1.45,361.77,2025-09-10 00:58:45.282275
Taxi,42.85,Morning,Weekend,Very High,Light,Clear,Metro Station,564.2,1.4,825.24,2026-01-08 06:56:45.282441
Taxi,33.21,Night,Weekday,Low,Moderate,Rainy,Commercial,448.52,1.23,557.64,2025-10-02 23:11:45.282607
Taxi,7.03,Night,Weekend,Medium,Heavy,Clear,Commercial,134.36,1.3,166.22,2026-01-17 20:52:45.282779
Bike,48.17,Early Morning,Weekend,High,Moderate,Storm,Metro Station,309.02,1.4,423.66,2025-10-25 07:26:45.282946
Bike,37.33,Early Morning,Weekday,Low,Moderate,Clear,Commercial,243.98,1.0,236.23,2026-01-20 10:33:45.283111
Taxi,1.85,Evening,Weekday,Medium,Moderate,Rainy,Metro Station,72.2,1.18,85.3,2025-12-13 21:42:45.283279
Taxi,15.6,Night,Weekday,High,Moderate,Clear,IT Park,237.2,1.35,327.89,2025-12-03 10:27:45.283443
Taxi,12.41,Night,Weekend,Very High,Moderate,Clear,IT Park,198.92,1.55,293.06,2026-01-17 16:46:45.283613
Taxi,13.44,Early Morning,Weekday,Medium,Moderate,Rainy,Metro Station,211.28,1.08,224.94,2025-12-18 04:23:45.283782
Bike,19.31,Night,Weekend,Medium,Moderate,Clear,IT Park,135.86,1.2,163.81,2025-08-26 06:35:45.283950
Bike,47.94,Afternoon,Weekday,Low,Heavy,Clear,Airport,307.64,1.2,367.79,2025-10-12 00:17:45.284116
Bike,9.87,Night,Weekday,Medium,Moderate,Storm,Airport,79.22,1.4,111.79,2026-01-30 22:16:45.284282
Taxi,10.29,Morning,Weekday,Medium,Moderate,Cloudy,Commercial,173.48,1.0,165.96,2025-12-01 07:18:45.284449
Bike,22.28,Afternoon,Weekday,Medium,Light,Rainy,Commercial,153.68,1.08,166.44,2025-12-25 08:26:45.284622
Bike,3.75,Night,Weekday,Very High,Moderate,Clear,Commercial,42.5,1.5,63.83,2025-12-22 08:36:45.284791
Bike,39.11,Morning,Weekday,Medium,Moderate,Cloudy,Metro Station,254.66,1.0,251.6,2025-08-17 11:50:45.284958
Bike,2.17,Night,Weekday,Very High,Light,Clear,Metro Station,33.02,1.5,47.2,2025-11-17 02:16:45.285123
Taxi,13.84,Afternoon,Weekday,High,Light,Clear,Airport,216.08,1.3,287.35,2025-12-26 09:16:45.285296
Bike,19.13,Afternoon,Weekday,Low,Heavy,Clear,IT Park,134.78,1.1,143.3,2025-10-20 13:56:45.285522
Bike,39.9,Early Morning,Weekday,Medium,Moderate,Clear,Residential,259.4,1.0,265.78,2026-02-03 00:25:45.285697
Bike,44.52,Early Morning,Weekday,High,Light,Clear,Metro Station,287.12,1.2,351.69,2025-09-22 07:49:45.285862
Taxi,1.7,Early Morning,Weekday,Medium,Heavy,Cloudy,Metro Station,70.4,1.1,79.89,2025-12-16 13:22:45.286052
Bike,8.53,Evening,Weekday,High,Heavy,Cloudy,IT Park,71.18,1.4,104.42,2026-02-03 22:41:45.286223
Taxi,7.5,Afternoon,Weekday,Low,Moderate,Rainy,Airport,140.0,1.18,163.54,2025-09-13 23:31:45.286397
Taxi,10.61,Afternoon,Weekend,High,Heavy,Clear,Airport,177.32,1.45,262.12,2025-10-31 08:15:45.286592
Taxi,24.99,Evening,Weekday,High,Heavy,Cloudy,IT Park,349.88,1.4,480.73,2025-11-20 06:27:45.286761
Bike,9.76,Early Morning,Weekday,Low,Moderate,Rainy,Residential,78.56,1.08,88.63,2025-09-17 00:59:45.286928
Taxi,19.37,Evening,Weekend,Low,Light,Clear,Metro Station,282.44,1.15,330.42,2025-10-11 00:56:45.287096
Taxi,5.51,Afternoon,Weekday,Low,Moderate,Clear,Metro Station,116.12,1.0,116.17,2025-12-27 23:44:45.287263
Bike,12.06,Early Morning,Weekday,Low,Heavy,Clear,IT Park,92.36,1.1,99.41,2025-09-26 07:40:45.287440
Bike,30.42,Night,Weekend,Medium,Heavy,Clear,Commercial,202.52,1.3,267.38,2025-11-05 13:09:45.287644
Bike,7.64,Morning,Weekday,Very High,Heavy,Clear,Commercial,65.84,1.45,99.06,2025-11-17 02:24:45.287824
Taxi,34.64,Night,Weekday,High,Heavy,Rainy,Commercial,465.68,1.53,677.1,2026-01-26 09:25:45.287993
Bike,38.67,Night,Weekday,Low,Light,Clear,Metro Station,252.02,1.15,298.4,2025-11-26 14:18:45.288165
Taxi,16.2,Early Morning,Weekend,Medium,Heavy,Clear,Commercial,244.4,1.15,284.85,2026-01-21 16:23:45.288337
Taxi,36.98,Early Morning,Weekday,Low,Heavy,Clear,Metro Station,493.76,1.1,567.07,2025-12-03 17:34:45.288505
Taxi,48.57,Morning,Weekend,Medium,Moderate,Cloudy,Residential,632.84,1.05,674.17,2025-10-14 10:21:45.288708
Bike,41.81,Morning,Weekday,Medium,Moderate,Clear,Metro Station,270.86,1.0,272.17,2025-10-12 06:14:45.288881
Taxi,14.68,Afternoon,Weekday,Medium,Heavy,Cloudy,IT Park,226.16,1.1,244.19,2025-12-19 04:47:45.289049
Taxi,37.8,Night,Weekend,Very High,Heavy,Clear,Residential,503.6,1.65,817.33,2025-11-19 22:48:45.289223
Taxi,22.78,Night,Weekend,Medium,Moderate,Cloudy,Residential,323.36,1.2,389.44,2025-10-20 04:21:45.289390
Taxi,28.53,Morning,Weekday,High,Light,Clear,Airport,392.36,1.3,512.15,2026-01-06 23:04:45.289557
Bike,46.65,Night,Weekday,Very High,Heavy,Clear,Metro Station,299.9,1.6,467.34,2025-11-02 12:51:45.289745
Bike,49.03,Morning,Weekday,High,Moderate,Clear,IT Park,314.18,1.2,372.62,2025-08-10 05:06:45.289973
Taxi,16.66,Afternoon,Weekday,Low,Moderate,Rainy,Commercial,249.92,1.08,273.99,2026-01-10 20:59:45.290156
Taxi,24.63,Evening,Weekend,High,Heavy,Clear,Metro Station,345.56,1.45,488.3,2025-12-22 02:42:45.290334
Taxi,15.29,Morning,Weekday,Medium,Light,Clear,Metro Station,233.48,1.0,232.17,2025-08-08 21:16:45.290501
Bike,37.05,Night,Weekday,Low,Heavy,Storm,Commercial,242.3,1.4,342.89,2026-01-16 12:25:45.290671
Taxi,37.57,Evening,Weekday,Very High,Light,Clear,Airport,500.84,1.55,811.59,2025-12-29 08:20:45.290848
Taxi,46.81,Early Morning,Weekday,Low,Heavy,Storm,Commercial,611.72,1.25,730.95,2025-12-07 01:56:45.291034
Taxi,2.8,Night,Weekday,Low,Moderate,Clear,Commercial,83.6,1.15,99.43,2025-10-11 15:54:45.291210
Taxi,29.05,Early Morning,Weekday,High,Moderate,Rainy,Commercial,398.6,1.28,531.8,2025-11-06 09:36:45.291376
Taxi,20.09,Evening,Weekend,Very High,Moderate,Cloudy,Airport,291.08,1.6,475.07,2026-01-08 12:44:45.291568
Taxi,32.09,Evening,Weekend,Low,Light,Cloudy,Residential,435.08,1.15,522.43,2026-02-03 10:44:45.291766
Taxi,26.66,Afternoon,Weekday,Low,Heavy,Clear,Commercial,369.92,1.1,399.13,2025-12-11 01:47:45.291958
Taxi,45.17,Evening,Weekday,Medium,Light,Cloudy,Airport,592.04,1.2,741.39,2026-01-04 12:06:45.292141
Bike,36.85,Early Morning,Weekday,Low,Moderate,Clear,IT Park,241.1,1.0,237.3,2025-10-15 04:03:45.292309
Taxi,13.93,Morning,Weekday,Low,Moderate,Clear,Commercial,217.16,1.0,225.64,2025-10-04 11:10:45.292477
Taxi,2.68,Evening,Weekday,Very High,Light,Cloudy,Metro Station,82.16,1.45,121.69,2025-09-05 00:30:45.292648
Bike,2.75,Afternoon,Weekday,Medium,Light,Rainy,Metro Station,36.5,1.08,38.12,2025-12-12 07:30:45.292813
Bike,12.07,Morning,Weekday,Low,Light,Clear,Airport,92.42,1.1,96.91,2026-01-27 20:24:45.292993
Taxi,1.45,Afternoon,Weekday,Medium,Moderate,Clear,Metro Station,67.4,1.0,69.16,2025-09-05 08:02:45.293180
Bike,22.81,Early Morning,Weekday,High,Moderate,Clear,Residential,156.86,1.2,194.06,2025-09-26 16:04:45.293347
Taxi,3.61,Night,Weekday,Very High,Heavy,Rainy,Airport,93.32,1.78,159.09,2025-12-16 14:05:45.293513
Bike,48.29,Morning,Weekend,Medium,Light,Cloudy,Residential,309.74,1.05,320.91,2026-02-01 09:31:45.293680
Bike,31.1,Afternoon,Weekday,High,Moderate,Cloudy,IT Park,206.6,1.2,240.5,2025-09-10 09:52:45.293846
Taxi,24.11,Afternoon,Weekday,Medium,Light,Cloudy,Airport,339.32,1.1,370.91,2025-10-07 09:41:45.294033
Taxi,16.71,Morning,Weekday,Low,Moderate,Clear,Commercial,250.52,1.0,246.94,2025-10-03 16:05:45.294229
Taxi,40.79,Morning,Weekend,High,Light,Cloudy,Residential,539.48,1.25,705.8,2025-12-30 08:42:45.294403
Bike,27.19,Early Morning,Weekday,High,Light,Cloudy,Airport,183.14,1.3,231.71,2025-12-20 07:00:45.294572
Taxi,11.66,Night,Weekday,High,Heavy,Cloudy,Airport,189.92,1.55,281.24,2025-08-10 14:13:45.294738
Bike,19.47,Morning,Weekday,Medium,Moderate,Cloudy,Airport,136.82,1.1,149.17,2025-09-15 07:16:45.294915
Taxi,37.56,Evening,Weekend,Medium,Light,Clear,Residential,500.72,1.15,580.63,2025-12-20 09:42:45.295084
Taxi,15.8,Morning,Weekend,High,Moderate,Clear,Residential,239.6,1.25,310.56,2025-11-03 23:47:45.295279
Taxi,39.3,Evening,Weekday,Very High,Heavy,Clear,IT Park,521.6,1.55,788.61,2025-10-22 13:53:45.295624
Taxi,16.7,Afternoon,Weekday,High,Moderate,Cloudy,IT Park,250.4,1.2,301.11,2025-12-24 00:33:45.295799
Taxi,3.24,Evening,Weekday,High,Light,Clear,Residential,88.88,1.3,110.08,2025-11-23 00:19:45.295972
Taxi,13.42,Evening,Weekday,High,Light,Rainy,Metro Station,211.04,1.38,282.4,2025-09-08 15:15:45.296145
Bike,40.64,Evening,Weekday,High,Light,Clear,Residential,263.84,1.3,357.57,2026-01-25 06:59:45.296349
Bike,22.33,Afternoon,Weekend,High,Heavy,Clear,Airport,153.98,1.45,233.27,2025-09-27 12:48:45.296519
Bike,27.15,Afternoon,Weekday,High,Light,Clear,Commercial,182.9,1.2,227.56,2025-11-20 21:03:45.296689
Taxi,15.44,Afternoon,Weekday,Medium,Heavy,Clear,IT Park,235.28,1.1,263.25,2026-01-16 23:38:45.296866
Bike,7.65,Morning,Weekday,Low,Moderate,Clear,Commercial,65.9,1.0,65.75,2025-11-10 23:44:45.297039
Bike,1.39,Morning,Weekday,Medium,Moderate,Cloudy,IT Park,28.34,1.0,27.06,2025-12-23 03:23:45.297212
Taxi,26.93,Night,Weekend,High,Heavy,Rainy,Commercial,373.16,1.58,585.92,2025-09-18 01:58:45.297405
Taxi,40.39,Evening,Weekday,Low,Light,Clear,Residential,534.68,1.1,596.11,2025-12-09 01:09:45.297580
Taxi,2.99,Evening,Weekday,Very High,Moderate,Cloudy,Residential,85.88,1.45,126.88,2025-10-29 23:36:45.297748
Bike,21.54,Early Morning,Weekday,Medium,Moderate,Clear,Residential,149.24,1.0,152.08,2025-12-24 22:07:45.297919
Taxi,39.31,Evening,Weekday,Medium,Moderate,Rainy,Metro Station,521.72,1.18,591.77,2025-10-13 19:17:45.298106
Taxi,36.39,Morning,Weekend,Medium,Heavy,Cloudy,Metro Station,486.68,1.15,579.42,2025-12-28 10:55:45.298276
Taxi,1.02,Evening,Weekend,Medium,Light,Rainy,Airport,62.24,1.33,82.35,2026-01-30 12:40:45.298469
Bike,2.8,Morning,Weekday,Medium,Moderate,Cloudy,Commercial,36.8,1.0,37.02,2026-01-23 18:38:45.298640
Taxi,34.09,Night,Weekend,Medium,Moderate,Storm,IT Park,459.08,1.35,630.7,2025-08-17 02:19:45.298807
Taxi,9.58,Evening,Weekend,High,Moderate,Cloudy,IT Park,164.96,1.35,228.57,2025-08-13 00:05:45.298985
Taxi,19.36,Evening,Weekend,Medium,Light,Cloudy,Metro Station,282.32,1.15,314.64,2025-11-28 21:53:45.299153
Taxi,43.06,Morning,Weekend,Low,Moderate,Rainy,IT Park,566.72,1.13,659.62,2025-11-20 07:21:45.299322
Taxi,20.89,Evening,Weekend,Medium,Light,Clear,IT Park,300.68,1.15,342.49,2025-09-25 16:36:45.299517
Taxi,45.87,Night,Weekday,Medium,Moderate,Cloudy,Commercial,600.44,1.15,717.09,2025-08-29 10:05:45.299687
Bike,29.02,Early Morning,Weekday,Low,Heavy,Cloudy,Residential,194.12,1.1,206.64,2026-01-04 10:36:45.299859
Bike,10.87,Evening,Weekday,Medium,Light,Clear,Commercial,85.22,1.1,93.19,2025-11-06 00:34:45.300027
Bike,28.56,Afternoon,Weekend,High,Heavy,Cloudy,Airport,191.36,1.45,283.27,2025-09-03 18:28:45.300194
Taxi,7.47,Morning,Weekday,High,Moderate,Rainy,Commercial,139.64,1.28,172.97,2025-11-29 20:20:45.300360
